country_code,year,population_total,population_growth_pct,fertility_rate,life_expectancy,birth_rate,death_rate,pct_age_0_14,pct_age_15_64,pct_age_65_plus,urban_population_pct,dependency_ratio
AND,1979,34306,4.69,1.8,76.82,14.78,3.89,24.27,69.62,6.11,91.92,43.64
AND,1980,35782,4.21,1.83,77.14,15.39,3.92,23.38,70.23,6.39,92.93,42.38
AND,1981,37169,3.8,1.8,77.39,15.38,4.01,22.32,70.98,6.69,93.79,40.88
AND,1982,38764,4.2,1.73,77.62,14.89,4.08,21.79,71.27,6.94,94.47,40.31
AND,1983,40565,4.54,1.57,77.79,13.66,4.16,21.66,71.2,7.14,94.98,40.45
AND,1984,42273,4.12,1.48,77.92,12.94,4.28,21.25,71.37,7.38,95.29,40.12
AND,1985,43825,3.61,1.43,78.01,12.79,4.45,20.5,71.78,7.71,95.4,39.31
AND,1986,45734,4.26,1.4,78.11,12.56,4.6,19.9,72.09,8.01,95.39,38.72
AND,1987,47653,4.11,1.37,78.19,12.57,4.79,19.48,72.14,8.37,95.38,38.61
AND,1988,49416,3.63,1.36,78.36,12.39,5,18.81,72.35,8.84,95.35,38.23
AND,1989,50620,2.41,1.4,78.56,12.83,5.27,18.33,72.34,9.33,95.3,38.23
AND,1990,52597,3.83,1.4,78.96,12.34,5.26,17.83,72.52,9.65,94.77,37.89
AND,1991,56667,7.45,1.4,79.35,12.32,5.15,17.06,73.4,9.54,94.31,36.24
AND,1992,60200,6.05,1.37,79.79,12.94,5.05,16.49,73.94,9.57,94.01,35.24
AND,1993,63272,4.98,1.33,80.19,12.69,5.24,16.05,74.09,9.86,93.76,34.97
AND,1994,64612,2.1,1.32,80.59,12.86,5.48,15.74,74.09,10.16,93.54,34.97
AND,1995,63912,-1.09,1.32,80.8,12.83,5.33,15.67,73.76,10.57,93.35,35.58
AND,1996,63984,0.11,1.33,81.01,12.72,5.47,15.56,73.43,11.01,93.17,36.19
AND,1997,64700,1.11,1.35,81.14,12.87,5.71,15.39,73.25,11.36,92.98,36.51
AND,1998,65382,1.05,1.38,81.28,13.03,5.91,15.26,73.11,11.64,92.78,36.79
AND,1999,65710,0.5,1.42,81.55,13.2,6.06,15.28,72.78,11.94,92.54,37.4
AND,2000,65685,-0.04,1.27,81.86,11.54,6.23,15.35,72.33,12.32,92.26,38.26
AND,2001,65852,0.25,1.3,82.16,11.4,6.29,15.28,71.95,12.77,91.89,38.99
AND,2002,66506,0.99,1.26,82.45,10.73,6.49,15.18,71.66,13.17,91.46,39.56
AND,2003,69486,4.38,1.18,82.72,9.54,6.37,15.02,72,12.98,90.99,38.88
AND,2004,74325,6.73,1.23,82.82,10.25,6.29,14.86,72.82,12.32,90.52,37.33
AND,2005,77421,4.08,1.22,83.09,10.5,6.08,14.95,73.14,11.92,89.96,36.73
AND,2006,79585,2.76,1.23,83.37,10.5,5.84,14.96,73.21,11.83,89.38,36.59
AND,2007,81877,2.84,1.19,83.63,10.04,5.86,14.74,73.34,11.92,89.05,36.34
AND,2008,83495,1.96,1.25,83.86,10.46,5.88,14.54,73.29,12.17,88.94,36.44
AND,2009,83888,0.47,1.21,84.1,10.1,5.98,14.47,72.98,12.55,88.84,37.03
AND,2010,80706,-3.87,1.27,84.2,10.74,6.27,14.97,72.29,12.74,88.76,38.33
AND,2011,77783,-3.69,1.32,84.3,10.47,5.95,15.49,71.81,12.69,88.69,39.25
AND,2012,76834,-1.23,1.26,84.33,10.17,6,15.52,71.8,12.68,88.63,39.27
AND,2013,75194,-2.16,1.14,84.41,9.03,5.93,15.54,71.71,12.75,88.58,39.46
AND,2014,73737,-1.96,1.17,84.48,8.97,5.81,15.47,71.67,12.86,88.54,39.54
AND,2015,72174,-2.14,1.22,84.53,9.13,5.67,15.32,71.76,12.93,88.52,39.36
AND,2016,72181,0.01,1.18,84.49,8.43,5.41,15.09,71.89,13.02,88.5,39.1
AND,2017,73763,2.17,1.13,84.36,7.83,5.44,14.75,72.05,13.2,88.5,38.8
AND,2018,75162,1.88,1.05,84.24,7.16,5.48,14.22,72.29,13.49,88.51,38.33
AND,2019,76474,1.73,1.04,84.1,6.99,5.56,13.72,72.46,13.83,88.54,38.01
AND,2020,77380,1.18,1.03,79.42,6.83,8.28,13.4,72.38,14.22,88.59,38.15
AND,2021,78364,1.26,1.06,82.33,6.83,6.98,13.04,72.36,14.6,88.66,38.2
AND,2022,79705,1.7,1.07,84.02,6.85,5.95,12.66,72.38,14.97,88.75,38.17
AND,2023,80856,1.43,1.08,84.04,6.86,6.08,12.25,72.33,15.42,88.82,38.25
ARE,1960,131334,,6.5,50.65,39.92,13.89,37.77,59.88,2.35,73.5,67
ARE,1961,137989,4.94,6.49,51.6,39.8,13.3,36.74,61.02,2.24,74.54,63.89
ARE,1962,144946,4.92,6.49,52.55,39.62,12.71,35.83,62.03,2.14,75.48,61.22
ARE,1963,152211,4.89,6.5,53.51,39.45,12.14,35.09,62.86,2.05,76.32,59.09
ARE,1964,159692,4.8,6.49,54.5,39.17,11.55,34.5,63.54,1.96,77.1,57.37
ARE,1965,167103,4.54,6.5,55.51,38.88,10.91,33.92,64.21,1.87,77.82,55.74
ARE,1966,173976,4.03,6.5,56.57,38.66,10.18,33.2,65.01,1.79,78.5,53.83
ARE,1967,179700,3.24,6.51,57.65,38.69,9.39,32.15,66.13,1.73,79.15,51.22
ARE,1968,199416,10.41,6.53,58.73,35.9,7.88,31.2,67.16,1.64,79.8,48.9
ARE,1969,239660,18.38,6.52,59.76,32.96,7.35,30.56,67.9,1.54,80.49,47.28
ARE,1970,286536,17.86,6.52,60.78,31.11,6.95,29.78,68.72,1.5,81.22,45.51
ARE,1971,335027,15.63,6.52,61.75,29.93,6.53,28.97,69.53,1.49,81.96,43.81
ARE,1972,385014,13.91,6.5,62.68,29.06,6.16,28.28,70.2,1.52,82.64,42.45
ARE,1973,436399,12.53,6.46,63.54,28.35,5.84,27.75,70.67,1.57,83.23,41.49
ARE,1974,489087,11.4,6.41,64.35,27.74,5.58,27.4,70.95,1.66,83.66,40.95
ARE,1975,542856,10.43,6.35,65.1,27.22,5.38,27.16,71.06,1.78,83.9,40.72
ARE,1976,615866,12.62,6.29,65.81,25.96,5.05,26.93,71.32,1.76,83.87,40.22
ARE,1977,710209,14.25,6.22,66.47,26.93,4.7,26.79,71.61,1.6,83.39,39.65
ARE,1978,809274,13.06,6.15,67.08,27.72,4.39,26.89,71.66,1.46,82.62,39.56
ARE,1979,912010,11.95,6.06,67.64,28.22,4.12,27.14,71.54,1.32,81.79,39.78
ARE,1980,1015700,10.77,5.95,68.16,28.49,3.87,27.42,71.39,1.2,81.1,40.08
ARE,1981,1099855,7.96,5.81,68.62,28.78,3.72,28,70.86,1.15,80.65,41.13
ARE,1982,1166370,5.87,5.66,69.06,28.94,3.57,28.82,70.03,1.15,80.3,42.79
ARE,1983,1235305,5.74,5.48,69.45,28.92,3.44,29.54,69.32,1.14,80,44.26
ARE,1984,1305996,5.56,5.3,69.8,28.78,3.33,30.18,68.68,1.14,79.73,45.61
ARE,1985,1377911,5.36,5.12,70.12,28.52,3.23,30.75,68.11,1.14,79.52,46.81
ARE,1986,1467383,6.29,5,70.41,28.21,3.11,31.15,67.73,1.12,79.34,47.65
ARE,1987,1574244,7.03,4.88,70.62,26.97,2.99,31.2,67.72,1.09,79.16,47.68
ARE,1988,1681788,6.61,4.77,70.81,26.01,2.9,30.85,68.08,1.06,78.99,46.88
ARE,1989,1789851,6.23,4.65,70.96,25.26,2.83,30.28,68.68,1.04,78.83,45.6
ARE,1990,1898220,5.88,4.51,71.07,24.56,2.79,29.58,69.39,1.03,78.69,44.11
ARE,1991,2006626,5.55,4.25,71.14,23.4,2.76,28.84,70.14,1.02,78.55,42.56
ARE,1992,2114730,5.25,4.09,71.17,22.69,2.77,28.1,70.89,1.01,78.44,41.07
ARE,1993,2222093,4.95,3.82,71.16,21.4,2.8,27.39,71.61,1.01,78.35,39.65
ARE,1994,2328188,4.66,3.76,71.2,21.31,2.85,26.68,72.32,1,78.29,38.27
ARE,1995,2434662,4.47,3.28,71.39,18.74,2.85,25.94,73.06,1,78.26,36.87
ARE,1996,2597564,6.48,3.06,71.82,17.34,2.75,25.18,73.81,1.01,78.27,35.48
ARE,1997,2817410,8.12,2.82,72.56,16.2,2.64,24.26,74.68,1.06,78.38,33.91
ARE,1998,3040421,7.62,2.76,73.66,16,2.46,23.14,75.74,1.12,78.6,32.03
ARE,1999,3266009,7.16,2.79,74.98,16.38,2.23,21.98,76.83,1.19,78.9,30.15
ARE,2000,3493575,6.74,2.73,76.35,16.31,2,20.84,77.89,1.28,79.29,28.39
ARE,2001,3723590,6.38,2.62,77.62,15.98,1.8,19.79,78.84,1.37,79.75,26.83
ARE,2002,3956826,6.08,2.54,78.72,15.78,1.65,18.91,79.63,1.46,80.27,25.58
ARE,2003,4192457,5.78,2.49,79.6,15.65,1.55,18.26,80.18,1.56,80.85,24.71
ARE,2004,4428967,5.49,2.38,80.27,15.12,1.49,17.83,80.51,1.66,81.47,24.2
ARE,2005,4664790,5.19,2.23,80.78,14.34,1.47,17.48,80.74,1.77,82.21,23.85
ARE,2006,5009100,7.12,1.96,81.16,12.29,1.44,17.2,80.97,1.83,82.56,23.5
ARE,2007,5624635,11.59,1.79,81.44,11.13,1.34,16.99,81.31,1.7,82.76,22.99
ARE,2008,6302664,11.38,1.52,81.59,10,1.2,16.86,81.58,1.55,82.97,22.57
ARE,2009,6707058,6.22,1.58,81.68,11.08,1.16,16.87,81.66,1.47,83.17,22.46
ARE,2010,6869838,2.4,1.56,81.89,11.25,1.07,16.87,81.7,1.42,83.37,22.39
ARE,2011,7104538,3.36,1.54,81.9,11.37,1.03,16.82,81.75,1.43,83.57,22.33
ARE,2012,7391448,3.96,1.53,81.91,11.68,1.03,16.8,81.73,1.47,83.76,22.35
ARE,2013,7693031,4,1.53,81.95,11.82,1.03,16.83,81.69,1.48,83.96,22.42
ARE,2014,8059440,4.65,1.48,81.99,11.47,1.01,16.84,81.66,1.5,84.14,22.46
ARE,2015,8505237,5.38,1.42,82.08,11.02,1.02,16.83,81.66,1.5,84.33,22.45
ARE,2016,8935095,4.93,1.37,82.2,10.75,1.01,16.81,81.7,1.49,84.51,22.39
ARE,2017,9223225,3.17,1.35,82.39,10.66,0.97,16.76,81.76,1.48,84.69,22.31
ARE,2018,9346701,1.33,1.29,82.45,10.25,0.96,16.71,81.79,1.5,84.86,22.26
ARE,2019,9445785,1.05,1.25,82.6,10.09,0.96,16.65,81.82,1.53,85.03,22.22
ARE,2020,9401038,-0.47,1.29,81.94,10.46,1.12,16.58,81.86,1.56,85.2,22.17
ARE,2021,9575152,1.84,1.16,79.08,9.28,1.26,16.51,81.87,1.62,85.36,22.14
ARE,2022,10074977,5.09,1.15,80.49,9.3,1.18,16.48,81.88,1.64,85.51,22.12
ARE,2023,10483751,3.98,1.2,82.91,9.77,0.93,16.34,81.97,1.7,85.67,22
ARG,1960,20386045,,3.14,64.24,24.15,8.65,31.22,63.51,5.28,71.72,57.46
ARG,1961,20726276,1.66,3.12,64.63,23.86,8.52,31.1,63.47,5.42,72.44,57.54
ARG,1962,21072538,1.66,3.13,64.62,23.75,8.71,30.96,63.47,5.57,73.17,57.55
ARG,1963,21421705,1.64,3.11,64.86,23.5,8.7,30.8,63.49,5.71,73.93,57.5
ARG,1964,21769453,1.61,3.08,64.82,23.17,8.89,30.64,63.52,5.85,74.69,57.43
ARG,1965,22112629,1.56,3,65.05,22.61,8.83,30.45,63.56,5.99,75.44,57.33
ARG,1966,22453893,1.53,2.97,65.4,22.31,8.78,30.24,63.63,6.13,76.18,57.16
ARG,1967,22799059,1.53,2.98,65.47,22.44,8.9,30.03,63.7,6.28,76.9,56.99
ARG,1968,23150583,1.53,3.01,65.23,22.69,9.2,29.84,63.75,6.41,77.57,56.87
ARG,1969,23508711,1.54,3.05,65.08,23.03,9.45,29.7,63.77,6.53,78.2,56.81
ARG,1970,23878327,1.56,3.08,65.65,23.36,9.15,29.59,63.76,6.65,78.76,56.84
ARG,1971,24257208,1.57,3.11,65.62,23.57,9.35,29.52,63.71,6.77,79.27,56.97
ARG,1972,24644328,1.58,3.14,65.95,23.82,9.3,29.5,63.62,6.89,79.74,57.19
ARG,1973,25046005,1.62,3.17,66.19,24.12,9.31,29.52,63.49,6.99,80.17,57.51
ARG,1974,25461351,1.64,3.22,66.4,24.49,9.25,29.57,63.33,7.1,80.58,57.91
ARG,1975,25874107,1.61,3.27,66.96,24.93,9.1,29.65,63.14,7.21,80.98,58.39
ARG,1976,26282283,1.57,3.32,67.03,25.24,9.17,29.77,62.91,7.32,81.35,58.97
ARG,1977,26701805,1.58,3.36,67.6,25.48,8.94,29.92,62.64,7.44,81.73,59.65
ARG,1978,27132158,1.6,3.36,68,25.38,8.86,30.09,62.35,7.56,82.1,60.39
ARG,1979,27568895,1.6,3.34,68.43,25.12,8.8,30.27,62.07,7.66,82.48,61.12
ARG,1980,28011596,1.59,3.3,68.58,24.72,8.88,30.46,61.79,7.75,82.86,61.84
ARG,1981,28463959,1.6,3.25,68.86,24.25,8.7,30.65,61.53,7.83,83.27,62.53
ARG,1982,28924262,1.6,3.2,68.97,23.77,8.84,30.8,61.31,7.89,83.69,63.11
ARG,1983,29391332,1.6,3.15,69.29,23.27,8.77,30.9,61.15,7.95,84.12,63.53
ARG,1984,29863093,1.59,3.12,69.35,22.98,8.81,30.96,61.05,8,84.56,63.81
ARG,1985,30336441,1.57,3.07,69.88,22.55,8.41,30.97,60.97,8.06,84.99,64.01
ARG,1986,30811980,1.56,3.05,70.28,22.4,8.22,30.93,60.92,8.15,85.42,64.15
ARG,1987,31291762,1.55,3.04,70.7,22.21,8.04,30.85,60.89,8.25,85.83,64.22
ARG,1988,31780532,1.55,3.05,71.1,22.22,7.88,30.75,60.89,8.37,86.22,64.24
ARG,1989,32270948,1.53,3.02,71.5,22.01,7.73,30.61,60.9,8.49,86.59,64.19
ARG,1990,32755901,1.49,3.03,71.61,22.08,7.83,30.44,60.95,8.61,86.92,64.07
ARG,1991,33230294,1.44,3.01,72.02,21.91,7.62,30.25,61.01,8.74,87.22,63.91
ARG,1992,33693527,1.38,2.99,72.1,21.73,7.68,30.04,61.09,8.87,87.48,63.7
ARG,1993,34152717,1.35,2.97,72.3,21.6,7.69,29.81,61.19,9,87.73,63.42
ARG,1994,34613491,1.34,2.94,72.73,21.41,7.49,29.57,61.3,9.13,87.96,63.13
ARG,1995,35070020,1.31,2.86,72.86,20.95,7.56,29.33,61.43,9.24,88.19,62.8
ARG,1996,35513793,1.26,2.78,73.06,20.42,7.52,29.09,61.57,9.34,88.4,62.43
ARG,1997,35947791,1.21,2.71,73.41,19.96,7.41,28.84,61.72,9.44,88.6,62.03
ARG,1998,36372860,1.18,2.66,73.41,19.71,7.6,28.6,61.87,9.53,88.79,61.63
ARG,1999,36794682,1.15,2.64,73.68,19.64,7.58,28.38,62.03,9.59,88.99,61.22
ARG,2000,37213984,1.13,2.59,73.91,19.33,7.57,28.17,62.17,9.66,89.18,60.84
ARG,2001,37624825,1.1,2.53,74.15,18.94,7.5,27.95,62.33,9.73,89.37,60.44
ARG,2002,38029349,1.07,2.49,74.31,18.7,7.53,27.71,62.5,9.79,89.56,60.01
ARG,2003,38424282,1.03,2.45,74.31,18.41,7.74,27.47,62.69,9.84,89.75,59.52
ARG,2004,38815916,1.01,2.43,74.87,18.3,7.53,27.21,62.9,9.9,89.94,58.99
ARG,2005,39216789,1.03,2.43,75.23,18.31,7.39,26.94,63.1,9.97,90.12,58.49
ARG,2006,39622115,1.03,2.4,75.28,18.16,7.44,26.66,63.29,10.04,90.3,58
ARG,2007,40016763,0.99,2.37,74.78,17.97,7.9,26.39,63.49,10.12,90.48,57.51
ARG,2008,40424148,1.01,2.43,75.43,18.46,7.52,26.14,63.66,10.19,90.65,57.07
ARG,2009,40854831,1.06,2.4,75.58,18.23,7.48,25.9,63.8,10.3,90.82,56.74
ARG,2010,41288694,1.06,2.41,75.68,18.31,7.62,25.68,63.92,10.4,90.99,56.45
ARG,2011,41730660,1.06,2.39,76.1,18.17,7.42,25.49,63.99,10.52,91.11,56.27
ARG,2012,42161721,1.03,2.3,75.8,17.48,7.72,25.32,64.04,10.64,91.2,56.15
ARG,2013,42582455,0.99,2.34,75.83,17.68,7.78,25.15,64.08,10.77,91.3,56.05
ARG,2014,43024071,1.03,2.39,76.27,18.02,7.55,25.01,64.09,10.89,91.4,56.03
ARG,2015,43477012,1.05,2.35,76.6,17.66,7.45,24.89,64.08,11.03,91.49,56.05
ARG,2016,43900313,0.97,2.24,76.1,16.79,7.86,24.75,64.08,11.17,91.59,56.05
ARG,2017,44288894,0.88,2.17,76.54,16.16,7.68,24.58,64.11,11.31,91.68,55.97
ARG,2018,44654882,0.82,2.07,76.77,15.33,7.58,24.37,64.16,11.46,91.77,55.85
ARG,2019,44973465,0.71,1.88,76.85,13.9,7.68,24.1,64.27,11.63,91.86,55.59
ARG,2020,45191965,0.48,1.6,75.88,11.8,8.45,23.7,64.51,11.79,91.94,55.02
ARG,2021,45312281,0.27,1.58,73.95,11.68,9.72,23.24,64.84,11.92,92.03,54.22
ARG,2022,45407904,0.21,1.48,75.81,10.93,8.8,22.75,65.22,12.03,92.11,53.34
ARG,2023,45538401,0.29,1.5,77.4,11.06,7.67,22.19,65.61,12.2,92.19,52.42
ARM,1960,1863705,,4.79,59.06,41.2,13.47,37.49,56.82,5.69,51.15,75.99
ARM,1961,1927484,3.36,4.67,59.49,39.9,12.95,38.74,55.85,5.4,52.48,79.04
ARM,1962,1991689,3.28,4.52,59.92,37.67,12.33,39.57,55.27,5.16,53.58,80.93
ARM,1963,2056023,3.18,4.34,60.33,35.06,11.69,40.03,55.02,4.95,54.62,81.75
ARM,1964,2120135,3.07,4.15,60.72,32.22,11.04,40.24,54.95,4.81,55.55,81.98
ARM,1965,2183635,2.95,3.99,61.1,29.82,10.46,40.3,54.99,4.71,56.06,81.86
ARM,1966,2246159,2.82,3.83,61.45,27.7,9.96,40.2,55.14,4.67,56.47,81.37
ARM,1967,2307492,2.69,3.73,61.78,26.31,9.55,39.95,55.38,4.68,57.05,80.58
ARM,1968,2367319,2.56,3.62,62.09,25.34,9.24,39.58,55.7,4.72,57.7,79.54
ARM,1969,2424030,2.37,3.49,62.38,24.37,8.97,39.1,56.12,4.79,58.76,78.2
ARM,1970,2475633,2.11,3.33,62.64,23.3,8.74,38.47,56.65,4.87,59.87,76.52
ARM,1971,2525345,1.99,3.29,62.89,23.08,8.59,37.72,57.31,4.97,60.64,74.48
ARM,1972,2577079,2.03,3.2,63.11,22.81,8.47,36.85,58.09,5.06,61.54,72.14
ARM,1973,2630860,2.07,3.08,63.33,22.58,8.38,35.89,58.96,5.15,62.28,69.6
ARM,1974,2686445,2.09,2.98,63.55,22.61,8.32,34.87,59.9,5.24,63.02,66.95
ARM,1975,2743660,2.11,2.92,63.77,22.94,8.28,33.81,60.87,5.32,63.82,64.28
ARM,1976,2818165,2.68,2.84,64,23.1,8.21,32.84,61.8,5.36,64.53,61.81
ARM,1977,2912827,3.3,2.74,64.25,23.69,8.13,32.08,62.57,5.35,65.08,59.82
ARM,1978,3012807,3.37,2.62,64.53,24.07,8.03,31.5,63.19,5.3,65.53,58.25
ARM,1979,3078501,2.16,2.53,64.82,25.06,8.02,30.96,63.76,5.28,65.89,56.84
ARM,1980,3107415,0.93,2.48,65.14,25.42,8,30.48,64.24,5.27,66.18,55.65
ARM,1981,3135349,0.89,2.48,65.48,25.95,7.99,30.21,64.6,5.2,66.47,54.81
ARM,1982,3163144,0.88,2.5,65.85,26.49,7.96,30.08,64.82,5.1,66.76,54.27
ARM,1983,3191539,0.89,2.56,66.23,27.05,7.93,30.07,64.91,5.02,67.02,54.05
ARM,1984,3224547,1.03,2.6,66.59,27.14,7.87,30.16,64.9,4.94,67.26,54.09
ARM,1985,3260432,1.11,2.64,66.92,26.99,7.82,30.3,64.85,4.86,67.46,54.21
ARM,1986,3294847,1.05,2.66,67.18,26.52,7.77,30.41,64.79,4.8,67.63,54.36
ARM,1987,3328520,1.02,2.66,67.36,25.83,7.75,30.52,64.7,4.79,67.74,54.56
ARM,1988,3355125,0.8,2.68,52.6,25.13,15.22,30.6,64.58,4.82,67.81,54.84
ARM,1989,3443100,2.59,2.7,67.52,24.31,7.6,30.44,64.66,4.9,67.8,54.66
ARM,1990,3552128,3.12,2.71,67.55,24.58,7.72,30.32,64.61,5.07,67.72,54.78
ARM,1991,3613977,1.73,2.64,67.63,23.28,7.71,30.42,64.26,5.32,67.55,55.61
ARM,1992,3571861,-1.17,2.5,67.72,22,7.9,30.97,63.28,5.75,67.32,58.04
ARM,1993,3453332,-3.37,2.29,67.97,18.3,7.93,31.72,61.93,6.35,67.04,61.48
ARM,1994,3364610,-2.6,2.08,68.27,15.79,7.98,31.99,61.07,6.94,66.73,63.74
ARM,1995,3307581,-1.71,2.07,68.63,14.8,8.01,31.82,60.72,7.46,66.4,64.69
ARM,1996,3278735,-0.88,2.06,69.01,14.49,8.06,31.35,60.77,7.88,66.06,64.56
ARM,1997,3246289,-0.99,1.9,69.39,13.22,8.08,30.79,60.93,8.28,65.73,64.11
ARM,1998,3208401,-1.17,1.81,69.8,12.6,8.13,29.61,61.79,8.6,65.43,61.84
ARM,1999,3167286,-1.29,1.53,70.2,11.44,8.14,27.9,63.25,8.85,65.17,58.1
ARM,2000,3221100,1.68,1.3,72.88,10.6,7.5,26.26,64.59,9.15,64.96,54.81
ARM,2001,3211800,-0.29,1.2,72.98,10,7.5,24.87,65.58,9.55,64.82,52.49
ARM,2002,3199800,-0.37,1.2,72.83,10.1,8,23.8,66.19,10.01,64.74,51.07
ARM,2003,3182500,-0.54,1.3,72.83,11.3,8.2,22.91,66.66,10.43,64.67,50.01
ARM,2004,3164900,-0.55,1.4,73.03,11.8,8.1,22.07,67.12,10.81,64.6,48.99
ARM,2005,3146400,-0.59,1.3,73.08,11.9,8.4,21.23,67.65,11.12,64.53,47.82
ARM,2006,3127100,-0.62,1.3,72.82,12,8.7,20.43,68.27,11.3,64.48,46.49
ARM,2007,3107400,-0.63,1.4,72.87,12.9,8.6,19.78,68.9,11.31,64.43,45.13
ARM,2008,3087100,-0.66,1.4,73.07,13.3,8.9,19.42,69.43,11.15,64.38,44.03
ARM,2009,3066000,-0.69,1.5,73.07,14.5,9,19.3,69.79,10.91,64.35,43.29
ARM,2010,3044800,-0.69,1.5,73.17,14.7,9.2,19.3,69.97,10.72,64.33,42.92
ARM,2011,3027900,-0.56,1.5,73.82,14.3,9.2,19.36,70,10.64,64.32,42.86
ARM,2012,3024100,-0.13,1.6,74.12,14,9.1,19.46,69.88,10.66,64.33,43.11
ARM,2013,3022000,-0.07,1.6,74.62,13.8,9,19.65,69.64,10.71,64.36,43.6
ARM,2014,3013800,-0.27,1.7,74.87,14.3,9.2,19.88,69.34,10.78,64.41,44.22
ARM,2015,3004600,-0.31,1.6,74.87,13.9,9.3,20.11,68.96,10.92,64.49,45.01
ARM,2016,2992300,-0.41,1.6,74.87,13.5,9.4,20.32,68.53,11.14,64.59,45.91
ARM,2017,2979400,-0.43,1.6,75.22,12.6,9.1,20.47,68.11,11.42,64.71,46.82
ARM,2018,2969000,-0.35,1.6,75.62,12.3,8.7,20.45,67.84,11.71,64.85,47.41
ARM,2019,2962500,-0.22,1.6,76.22,12.2,8.8,20.3,67.65,12.05,65,47.81
ARM,2020,2961500,-0.03,1.7,73.38,12.3,12.2,20.17,67.49,12.34,65.17,48.18
ARM,2021,2962300,0.03,1.7,72.28,12.4,11.6,20.05,67.35,12.6,65.36,48.48
ARM,2022,2969200,0.23,1.7,74.77,12.3,9,19.86,67.22,12.92,65.56,48.76
ARM,2023,2964300,-0.17,1.9,77.47,12.3,8.2,19.55,67.24,13.21,65.7,48.71
ASM,1960,20133,,6.58,65.05,41.47,6.69,49.17,48.2,2.64,37.63,107.49
ASM,1961,20666,2.61,6.58,65.65,41.05,6.38,48.74,48.68,2.58,38.15,105.43
ASM,1962,21298,3.01,6.6,66.01,41.24,6.19,48.34,49.15,2.51,39.29,103.48
ASM,1963,21966,3.09,6.69,66.16,41.71,6.1,48.09,49.45,2.46,40.9,102.21
ASM,1964,22673,3.17,6.78,66.14,42.14,6.06,47.94,49.61,2.45,42.85,101.56
ASM,1965,23406,3.18,6.73,66,41.67,6.06,47.86,49.67,2.47,45.02,101.34
ASM,1966,24136,3.07,6.62,58.28,40.85,9.89,47.83,49.69,2.48,47.28,101.23
ASM,1967,24863,2.97,6.46,65.81,39.87,6,47.76,49.73,2.51,49.49,101.08
ASM,1968,25614,2.98,6.28,65.85,38.7,5.91,47.65,49.84,2.52,51.53,100.67
ASM,1969,26375,2.93,6.12,66.05,37.69,5.79,47.46,50.05,2.49,53.27,99.81
ASM,1970,27026,2.44,5.95,66.36,36.78,5.66,47.07,50.46,2.48,54.6,98.2
ASM,1971,27533,1.86,5.76,66.77,36.23,5.49,46.52,51.01,2.47,55.68,96.03
ASM,1972,27995,1.66,5.52,67.19,35.24,5.32,45.98,51.56,2.46,56.66,93.95
ASM,1973,28436,1.56,5.3,67.6,34.67,5.18,45.47,52.07,2.46,57.57,92.07
ASM,1974,28875,1.53,5.14,67.95,34.22,5.08,44.94,52.56,2.5,58.42,90.25
ASM,1975,29390,1.77,5.01,68.26,33.8,4.98,44.33,53.13,2.54,59.24,88.23
ASM,1976,29959,1.92,4.93,68.47,33.57,4.93,43.64,53.77,2.6,60.06,86
ASM,1977,30521,1.86,4.95,68.7,33.69,4.89,42.9,54.44,2.66,60.88,83.67
ASM,1978,31076,1.8,4.87,68.88,33.83,4.87,42.12,55.14,2.74,61.75,81.35
ASM,1979,31611,1.71,4.76,69.11,33.8,4.83,41.31,55.87,2.82,62.67,79
ASM,1980,32403,2.47,4.63,69.41,33.5,4.73,40.69,56.43,2.88,63.68,77.2
ASM,1981,33584,3.58,4.5,69.73,33.2,4.63,40.31,56.78,2.9,64.76,76.11
ASM,1982,34909,3.87,4.37,69.97,32.9,4.55,40,57.07,2.93,65.88,75.23
ASM,1983,36271,3.83,4.27,70.16,32.57,4.5,39.68,57.34,2.98,67.04,74.4
ASM,1984,37667,3.78,4.25,70.33,32.87,4.47,39.39,57.59,3.02,68.23,73.63
ASM,1985,39103,3.74,4.26,70.53,33.31,4.43,39.13,57.83,3.04,69.45,72.92
ASM,1986,40571,3.69,4.28,70.7,33.85,4.41,38.9,58.03,3.07,70.69,72.33
ASM,1987,42072,3.63,4.3,70.83,34.36,4.41,38.71,58.19,3.1,71.95,71.84
ASM,1988,43615,3.6,4.31,70.88,35.19,4.45,38.51,58.34,3.15,73.21,71.4
ASM,1989,45191,3.55,4.41,70.93,36.41,4.48,38.32,58.49,3.2,74.47,70.98
ASM,1990,46640,3.16,4.47,71.11,37.33,4.5,38.28,58.47,3.25,75.75,71.04
ASM,1991,47882,2.63,4.53,71.31,37.76,4.47,38.43,58.28,3.29,77.19,71.59
ASM,1992,49038,2.39,4.56,71.51,37.64,4.42,38.59,58.09,3.32,78.82,72.14
ASM,1993,50159,2.26,4.61,71.54,37.77,4.43,38.72,57.94,3.34,80.55,72.59
ASM,1994,51251,2.15,4.38,71.57,35.62,4.41,38.84,57.82,3.35,82.31,72.96
ASM,1995,52316,2.06,4.12,71.56,33.09,4.4,38.94,57.72,3.34,84,73.25
ASM,1996,53353,1.96,3.94,71.58,31.19,4.38,39.02,57.66,3.32,85.54,73.43
ASM,1997,54362,1.87,3.89,71.61,30.22,4.37,39.06,57.66,3.28,86.85,73.44
ASM,1998,55334,1.77,3.88,71.54,29.8,4.38,39.02,57.73,3.25,87.86,73.22
