country_code,year,population_total,population_growth_pct,fertility_rate,life_expectancy,birth_rate,death_rate,pct_age_0_14,pct_age_15_64,pct_age_65_plus,urban_population_pct,dependency_ratio
AZE,2019,10024283,0.85,1.81,73.29,14.1,5.6,23.55,69.83,6.63,58.13,43.21
AZE,2020,10093121,0.68,1.7,70.31,12.5,7.5,23.39,69.73,6.88,58.29,43.42
AZE,2021,10137750,0.44,1.52,71,11.1,7.6,23.15,69.71,7.15,58.37,43.46
AZE,2022,10141756,0.04,1.67,74.12,12.1,6,22.8,69.68,7.53,58.44,43.52
AZE,2023,10153958,0.12,1.55,74.43,11.1,5.9,22.34,69.65,8.01,58.51,43.59
BDI,1960,2764258,,7,43.26,46.89,21.56,45.15,51.7,3.16,1.84,93.44
BDI,1961,2835119,2.53,7.02,43.36,46.41,21.3,45.19,51.64,3.16,1.92,93.64
BDI,1962,2907943,2.54,7.04,43.49,46.95,21.26,45.26,51.56,3.18,2.01,93.95
BDI,1963,2969841,2.11,7.07,43.56,46.76,21.18,45.49,51.32,3.19,2.11,94.87
BDI,1964,3055650,2.85,7.09,43.6,46.35,20.98,45.49,51.3,3.21,2.2,94.92
BDI,1965,3141367,2.77,7.11,41.84,47.34,22.45,45.35,51.44,3.21,2.3,94.42
BDI,1966,3217960,2.41,7.14,43.53,47.14,21.15,45.15,51.63,3.22,2.4,93.69
BDI,1967,3300690,2.54,7.16,43.33,47.53,21.36,44.97,51.81,3.22,2.51,93.03
BDI,1968,3380387,2.39,7.18,43.4,47.6,21.34,44.88,51.89,3.23,2.63,92.73
BDI,1969,3454590,2.17,7.22,43,48.02,21.72,44.9,51.86,3.24,2.75,92.83
BDI,1970,3530432,2.17,7.21,43.22,47.73,21.54,44.94,51.81,3.24,2.88,93
BDI,1971,3617289,2.43,7.21,43.17,47.89,21.59,44.91,51.84,3.25,3.01,92.89
BDI,1972,3617128,0,7.21,25.78,48.8,40.36,45.51,51.24,3.25,3.14,95.16
BDI,1973,3611991,-0.14,7.22,37.41,46.65,25.94,46.03,50.71,3.26,3.28,97.19
BDI,1974,3703590,2.5,7.22,43.34,47.06,21.28,45.81,50.93,3.26,3.42,96.34
BDI,1975,3796612,2.48,7.24,43.44,47.93,21.29,45.74,51.01,3.26,3.57,96.06
BDI,1976,3882626,2.24,7.25,43.69,47.98,21.09,45.8,50.94,3.26,3.72,96.31
BDI,1977,3983582,2.57,7.24,43.97,48.06,20.83,45.77,50.98,3.25,3.87,96.16
BDI,1978,4100338,2.89,7.26,44.4,48.5,20.48,45.68,51.09,3.24,4.02,95.74
BDI,1979,4203530,2.49,7.31,45.04,49.51,20.16,45.82,50.95,3.23,4.18,96.25
BDI,1980,4383706,4.2,7.35,45.73,48.38,19.24,45.41,51.39,3.2,4.34,94.59
BDI,1981,4566014,4.07,7.33,46.41,51.23,19.2,45.18,51.66,3.17,4.51,93.58
BDI,1982,4681390,2.5,7.31,47.01,50.09,18.67,45.59,51.27,3.14,4.69,95.03
BDI,1983,4808528,2.68,7.3,47.43,50.11,18.34,45.91,50.98,3.11,4.88,96.16
BDI,1984,4926465,2.42,7.3,47.69,49.34,18.01,46.3,50.61,3.09,5.07,97.59
BDI,1985,5034042,2.16,7.29,47.66,49.1,17.93,46.77,50.17,3.06,5.26,99.31
BDI,1986,5129414,1.88,7.32,47.4,48.38,17.93,47.29,49.68,3.03,5.46,101.29
BDI,1987,5247787,2.28,7.38,47.07,47.96,17.95,47.62,49.39,2.99,5.66,102.46
BDI,1988,5365327,2.22,7.38,42.89,47.86,20.79,47.96,49.1,2.94,5.86,103.65
BDI,1989,5471706,1.96,7.39,45.74,47.42,18.63,48.39,48.73,2.88,6.07,105.2
BDI,1990,5587052,2.09,7.36,45.18,46.91,18.88,48.71,48.47,2.82,6.27,106.3
BDI,1991,5703857,2.07,7.34,44.66,46.48,19.1,48.95,48.3,2.76,6.46,107.06
BDI,1992,5858407,2.67,7.3,44.47,45.69,18.99,48.88,48.42,2.69,6.65,106.51
BDI,1993,5676843,-3.15,7.27,37.22,48.91,26.2,50.96,46.39,2.65,6.83,115.54
BDI,1994,5713854,0.65,7.23,44.52,37.46,17.69,51.1,46.29,2.61,7,116.03
BDI,1995,6066316,5.99,7.18,44.59,44.96,18.54,49.11,48.33,2.56,7.17,106.91
BDI,1996,6070506,0.07,7.12,44.81,44.76,18.58,49.63,47.87,2.5,7.34,108.88
BDI,1997,6070042,-0.01,7.04,45.72,42.24,17.46,49.95,47.59,2.46,7.51,110.14
BDI,1998,6187108,1.91,6.96,46.68,41.39,16.5,49.41,48.15,2.44,7.68,107.67
BDI,1999,6337155,2.4,6.9,47.63,42.21,15.91,48.72,48.86,2.42,7.86,104.68
BDI,2000,6470194,2.08,6.87,47.62,42.73,15.85,48.26,49.34,2.4,8.04,102.68
BDI,2001,6634365,2.51,6.85,48.51,43.04,15.22,47.74,49.88,2.38,8.24,100.49
BDI,2002,6824132,2.82,6.82,49.92,44.04,14.46,47.23,50.4,2.37,8.45,98.42
BDI,2003,7043154,3.16,6.78,51,44.53,13.82,46.73,50.91,2.36,8.68,96.42
BDI,2004,7310656,3.73,6.75,52.22,45.29,13.16,46.16,51.49,2.35,8.92,94.22
BDI,2005,7587299,3.71,6.71,53.05,46.15,12.76,45.77,51.89,2.34,9.18,92.71
BDI,2006,7865547,3.6,6.66,53.96,46.58,12.26,45.56,52.11,2.33,9.46,91.91
BDI,2007,8161874,3.7,6.59,54.83,46.73,11.77,45.44,52.24,2.32,9.77,91.41
BDI,2008,8505637,4.13,6.52,55.58,46.66,11.3,45.24,52.45,2.3,10.11,90.64
BDI,2009,8947646,5.07,6.41,56.42,46.49,10.77,45.04,52.67,2.29,10.5,89.85
BDI,2010,9376444,4.68,6.26,57.09,46.96,10.51,45.1,52.63,2.27,10.98,90.01
BDI,2011,9717978,3.58,6.11,57.8,45.98,10.07,45.39,52.35,2.26,11.56,91.01
BDI,2012,10071028,3.57,5.99,58.5,44.76,9.6,45.72,52.04,2.24,12.22,92.16
BDI,2013,10439341,3.59,5.89,59.18,43.9,9.2,46.06,51.71,2.23,12.97,93.38
BDI,2014,10799785,3.39,5.79,59.76,42.9,8.85,46.41,51.38,2.21,13.78,94.62
BDI,2015,11047580,2.27,5.7,60.11,42.26,8.69,47.04,50.73,2.22,14.67,97.11
BDI,2016,11239451,1.72,5.59,60.79,40.1,8.21,47.72,50.01,2.27,15.62,99.94
BDI,2017,11506762,2.35,5.48,61.34,38.62,7.86,47.95,49.73,2.32,16.62,101.07
BDI,2018,11859446,3.02,5.38,61.81,37.22,7.56,47.76,49.88,2.36,17.68,100.49
BDI,2019,12255336,3.28,5.27,62.18,36.58,7.39,47.35,50.25,2.4,18.79,99
BDI,2020,12617036,2.91,5.18,62.57,35.85,7.19,46.96,50.61,2.44,19.93,97.6
BDI,2021,12965481,2.72,5.08,62.1,35.06,7.31,46.52,51.02,2.46,21.11,96.01
BDI,2022,13321097,2.71,4.98,62.88,34.31,7,45.99,51.53,2.49,22.32,94.08
BDI,2023,13689450,2.73,4.88,63.65,33.67,6.72,45.36,52.12,2.51,23.55,91.85
BEL,1960,9153489,,2.54,69.7,16.8,12.4,23.68,64.33,11.99,65.87,55.46
BEL,1961,9183948,0.33,2.63,70.52,17.3,11.6,23.82,64.05,12.12,66.22,56.12
BEL,1962,9220578,0.4,2.59,70.22,16.8,12.2,23.84,63.88,12.28,66.59,56.55
BEL,1963,9289770,0.75,2.68,70.05,17.1,12.6,23.86,63.75,12.39,67.01,56.86
BEL,1964,9378113,0.95,2.71,70.76,17.2,11.7,23.91,63.58,12.51,67.49,57.29
BEL,1965,9463667,0.91,2.61,70.63,16.4,12.2,23.96,63.37,12.66,68.01,57.79
BEL,1966,9527807,0.68,2.52,70.71,15.9,12.1,23.98,63.19,12.83,68.55,58.25
BEL,1967,9580991,0.56,2.41,71.01,15.3,12,23.95,63.05,13.01,69.1,58.61
BEL,1968,9618756,0.39,2.31,70.69,14.8,12.7,23.86,63,13.14,69.65,58.74
BEL,1969,9646032,0.28,2.27,70.76,14.7,12.5,23.76,62.99,13.25,70.16,58.75
BEL,1970,9655549,0.1,2.25,70.97,14.7,12.3,23.62,63.01,13.37,70.63,58.72
BEL,1971,9673162,0.18,2.21,71.06,14.6,12.4,23.47,63.04,13.49,71.06,58.62
BEL,1972,9711115,0.39,2.09,71.41,14,12.1,23.27,63.11,13.62,71.47,58.45
BEL,1973,9741720,0.31,1.95,71.64,13.3,12.1,22.99,63.26,13.76,71.88,58.09
BEL,1974,9772419,0.31,1.83,71.99,12.7,11.9,22.63,63.49,13.88,72.3,57.51
BEL,1975,9800700,0.29,1.74,71.97,12.2,12.2,22.23,63.78,13.99,72.7,56.79
BEL,1976,9818227,0.18,1.73,72.12,12.3,12.1,21.83,64.1,14.07,73.11,56
BEL,1977,9830358,0.12,1.71,72.77,12.4,11.5,21.43,64.4,14.17,73.52,55.28
BEL,1978,9839534,0.09,1.69,72.7,12.5,11.7,21.03,64.68,14.29,73.92,54.61
BEL,1979,9848382,0.09,1.69,73.19,12.6,11.4,20.62,64.98,14.4,74.32,53.9
BEL,1980,9859242,0.11,1.68,73.21,12.6,11.5,20.25,65.33,14.42,74.72,53.06
BEL,1981,9858982,0,1.66,73.62,12.6,11.4,19.93,65.79,14.28,75.12,52
BEL,1982,9856303,-0.03,1.61,73.89,12.2,11.4,19.64,66.32,14.04,75.51,50.79
BEL,1983,9855520,-0.01,1.57,73.87,11.9,11.6,19.37,66.87,13.77,75.9,49.55
BEL,1984,9855372,0,1.54,74.4,11.7,11.2,19.1,67.27,13.63,76.29,48.65
BEL,1985,9858308,0.03,1.51,74.52,11.6,11.3,18.81,67.44,13.75,76.68,48.29
BEL,1986,9861823,0.04,1.54,74.73,11.9,11.3,18.55,67.47,13.98,77.06,48.21
BEL,1987,9870234,0.09,1.54,75.37,11.9,10.7,18.34,67.44,14.22,77.44,48.28
BEL,1988,9901664,0.32,1.57,75.57,12.1,10.6,18.19,67.34,14.47,77.81,48.51
BEL,1989,9937697,0.36,1.58,75.63,12.2,10.8,18.12,67.17,14.71,78.19,48.87
BEL,1990,9967379,0.3,1.62,76.05,12.4,10.4,18.12,66.95,14.93,78.56,49.37
BEL,1991,10004486,0.37,1.66,76.19,12.6,10.4,18.16,66.71,15.14,78.92,49.91
BEL,1992,10045158,0.41,1.65,76.35,12.4,10.4,18.17,66.51,15.32,79.28,50.35
BEL,1993,10084475,0.39,1.61,76.35,12,10.6,18.15,66.37,15.48,79.64,50.67
BEL,1994,10115603,0.31,1.56,76.69,11.5,10.3,18.08,66.26,15.67,79.99,50.93
BEL,1995,10136811,0.21,1.56,76.84,11.4,10.3,17.97,66.13,15.9,80.34,51.22
BEL,1996,10156637,0.2,1.59,77.19,11.5,10.3,17.86,66,16.14,80.68,51.53
BEL,1997,10181245,0.24,1.6,77.37,11.4,10.2,17.77,65.87,16.36,81.02,51.82
BEL,1998,10203008,0.21,1.6,77.47,11.2,10.3,17.7,65.75,16.55,81.36,52.09
BEL,1999,10226419,0.23,1.62,77.62,11.2,10.3,17.65,65.66,16.69,81.69,52.29
BEL,2000,10251250,0.24,1.67,77.72,11.4,10.2,17.61,65.59,16.81,82.02,52.47
BEL,2001,10286570,0.34,1.67,77.97,11.2,10.1,17.55,65.55,16.9,82.34,52.55
BEL,2002,10332785,0.45,1.65,78.08,10.9,10.2,17.46,65.56,16.98,82.65,52.53
BEL,2003,10376133,0.42,1.67,78.13,11,10.3,17.35,65.58,17.07,82.96,52.48
BEL,2004,10421137,0.43,1.72,78.88,11.3,9.7,17.24,65.59,17.18,83.27,52.46
BEL,2005,10478617,0.55,1.76,78.98,11.4,9.9,17.13,65.65,17.22,83.56,52.33
BEL,2006,10547958,0.66,1.8,79.38,11.6,9.6,17.03,65.81,17.16,83.86,51.96
BEL,2007,10625700,0.73,1.82,79.78,11.7,9.5,16.94,65.98,17.08,84.15,51.56
BEL,2008,10709973,0.79,1.85,79.68,11.9,9.8,16.89,66.04,17.07,84.43,51.42
BEL,2009,10796493,0.8,1.84,80.03,11.8,9.6,16.89,66.01,17.1,84.7,51.49
BEL,2010,10895586,0.91,1.86,80.18,11.9,9.7,16.94,65.94,17.12,84.97,51.65
BEL,2011,11038264,1.3,1.81,80.59,11.7,9.4,16.98,65.77,17.25,85.23,52.04
BEL,2012,11106932,0.62,1.8,80.39,11.5,9.8,16.98,65.53,17.49,85.49,52.6
BEL,2013,11159407,0.47,1.76,80.59,11.3,9.8,16.99,65.29,17.72,85.74,53.16
BEL,2014,11209057,0.44,1.74,81.29,11.2,9.3,17,65.04,17.96,85.98,53.75
BEL,2015,11274196,0.58,1.7,80.99,10.8,9.8,16.99,64.84,18.16,86.22,54.22
BEL,2016,11331422,0.51,1.68,81.44,10.8,9.5,16.98,64.66,18.36,86.45,54.65
BEL,2017,11375158,0.39,1.65,81.49,10.5,9.6,16.97,64.44,18.58,86.67,55.18
BEL,2018,11427054,0.46,1.62,81.6,10.4,9.7,16.95,64.24,18.81,86.89,55.65
BEL,2019,11488980,0.54,1.6,82,10.2,9.5,16.89,64.08,19.03,87.1,56.06
BEL,2020,11538604,0.43,1.55,80.7,9.9,11,16.8,63.98,19.22,87.3,56.31
BEL,2021,11586195,0.41,1.6,81.79,10.2,9.7,16.68,63.87,19.45,87.43,56.58
BEL,2022,11680210,0.81,1.53,81.75,9.8,10,16.53,63.7,19.77,87.49,56.98
BEL,2023,11779946,0.85,1.47,82.4,9.4,9.4,16.29,63.56,20.15,87.55,57.32
BEN,1960,2517286,,6.28,38.78,45.76,28.06,39.14,54.86,6,9.79,82.27
BEN,1961,2559223,1.65,6.4,39.23,46.74,27.65,39.51,54.61,5.88,10.25,83.11
BEN,1962,2604659,1.76,6.46,39.64,47.11,27.28,39.92,54.31,5.77,10.8,84.14
BEN,1963,2652908,1.84,6.51,40.08,47.39,26.84,40.34,53.99,5.67,11.45,85.21
BEN,1964,2704003,1.91,6.56,40.5,47.62,26.41,40.77,53.66,5.58,12.17,86.37
BEN,1965,2757936,1.97,6.6,40.97,47.73,25.92,41.22,53.3,5.49,12.97,87.63
BEN,1966,2814317,2.02,6.62,41.27,47.65,25.56,41.65,52.95,5.4,13.83,88.84
BEN,1967,2872997,2.06,6.64,41.76,47.54,25.02,42.06,52.62,5.31,14.75,90.03
BEN,1968,2934257,2.11,6.67,42.18,47.48,24.54,42.46,52.31,5.23,15.71,91.16
BEN,1969,2998222,2.16,6.7,42.59,47.48,24.08,42.83,52.02,5.15,16.7,92.25
BEN,1970,3065057,2.2,6.74,43.03,47.48,23.61,43.18,51.74,5.08,17.73,93.28
BEN,1971,3134767,2.25,6.77,43.39,47.46,23.21,43.51,51.48,5,18.76,94.24
BEN,1972,3207543,2.3,6.8,43.93,47.44,22.68,43.82,51.25,4.93,19.81,95.12
BEN,1973,3283496,2.34,6.81,44.44,47.27,22.17,44.09,51.05,4.86,20.85,95.9
BEN,1974,3362633,2.38,6.82,44.88,47.18,21.72,44.34,50.88,4.79,21.87,96.55
BEN,1975,3445407,2.43,6.83,45.4,47.14,21.21,44.55,50.74,4.71,22.88,97.08
BEN,1976,3532196,2.49,6.83,45.95,47.08,20.71,44.72,50.64,4.64,23.86,97.45
BEN,1977,3623202,2.54,6.83,46.5,47.03,20.21,44.85,50.59,4.56,24.79,97.68
BEN,1978,3718305,2.59,6.82,46.94,46.89,19.79,44.96,50.55,4.49,25.68,97.81
BEN,1979,3818528,2.66,6.9,47.36,47.4,19.44,45.06,50.52,4.41,26.5,97.92
BEN,1980,3925251,2.76,6.99,47.75,47.92,19.14,45.19,50.48,4.33,27.3,98.09
BEN,1981,4038307,2.84,7.06,48.12,48.22,18.84,45.32,50.43,4.25,28.12,98.31
BEN,1982,4156596,2.89,7.06,48.49,48.05,18.52,45.46,50.37,4.17,28.94,98.54
BEN,1983,4278978,2.9,7.04,48.84,47.7,18.17,45.59,50.32,4.09,29.77,98.74
BEN,1984,4405895,2.92,7.03,49.4,47.56,17.7,45.71,50.28,4.01,30.58,98.89
BEN,1985,4538012,2.95,7,49.96,47.35,17.24,45.82,50.25,3.93,31.38,99.02
BEN,1986,4675420,2.98,6.96,50.63,47.09,16.71,45.91,50.23,3.86,32.15,99.1
BEN,1987,4818486,3.01,6.92,51.26,46.9,16.23,45.99,50.21,3.79,32.89,99.15
BEN,1988,4967341,3.04,6.87,52.02,46.59,15.67,46.07,50.21,3.73,33.58,99.18
BEN,1989,5121657,3.06,6.82,52.45,45.99,15.29,46.12,50.22,3.66,34.23,99.13
BEN,1990,5281479,3.07,6.74,53.02,45.71,14.84,46.15,50.25,3.6,34.82,99
BEN,1991,5446932,3.08,6.67,53.44,45.36,14.49,46.16,50.29,3.55,35.34,98.84
BEN,1992,5617844,3.09,6.59,54.14,44.92,13.99,46.16,50.35,3.49,35.79,98.62
BEN,1993,5872706,4.44,6.51,54.61,44.07,13.44,45.68,50.89,3.42,36.18,96.5
BEN,1994,6096506,3.74,6.42,54.99,45.7,13.44,45.51,51.12,3.37,36.53,95.61
BEN,1995,6226773,2.11,6.33,55.37,44.35,13.12,45.88,50.79,3.33,36.84,96.88
BEN,1996,6391858,2.62,6.28,55.65,43.74,12.82,45.96,50.75,3.29,37.13,97.06
BEN,1997,6583365,2.95,6.23,55.99,43.38,12.52,45.89,50.86,3.26,37.4,96.64
BEN,1998,6789489,3.08,6.14,56.15,43.01,12.32,45.76,51.02,3.22,37.68,96
BEN,1999,7002818,3.09,6.03,56.34,42.55,12.12,45.61,51.2,3.19,37.97,95.3
BEN,2000,7221619,3.08,5.94,56.59,42.08,11.89,45.44,51.4,3.16,38.28,94.56
BEN,2001,7445596,3.05,5.85,56.65,41.7,11.76,45.26,51.6,3.14,38.62,93.8
BEN,2002,7675426,3.04,5.79,56.85,41.48,11.58,45.08,51.8,3.11,39,93.04
BEN,2003,7913070,3.05,5.76,57.09,41.48,11.4,44.91,51.99,3.09,39.42,92.33
BEN,2004,8159094,3.06,5.72,57.35,41.33,11.22,44.76,52.16,3.08,39.85,91.71
BEN,2005,8426144,3.22,5.69,57.74,41.09,10.97,44.57,52.36,3.07,40.31,90.97
BEN,2006,8693242,3.12,5.67,57.97,41.34,10.85,44.44,52.5,3.06,40.79,90.46
BEN,2007,8953969,2.96,5.63,58.25,40.96,10.66,44.37,52.57,3.06,41.29,90.21
BEN,2008,9228466,3.02,5.55,58.1,40.37,10.65,44.26,52.68,3.06,41.8,89.82
BEN,2009,9509423,3,5.49,58.26,39.98,10.52,44.09,52.85,3.06,42.34,89.2
BEN,2010,9797484,2.98,5.45,58.39,39.77,10.4,43.9,53.04,3.06,42.89,88.55
BEN,2011,10093623,2.98,5.44,58.46,39.69,10.33,43.76,53.17,3.06,43.46,88.06
BEN,2012,10397657,2.97,5.43,58.56,39.71,10.26,43.65,53.29,3.06,44.05,87.66
BEN,2013,10708834,2.95,5.41,58.86,39.58,10.09,43.57,53.38,3.05,44.65,87.34
BEN,2014,11030004,2.96,5.37,59.01,39.34,9.99,43.48,53.47,3.05,45.29,87.02
BEN,2015,11360681,2.95,5.32,59.12,39,9.9,43.4,53.56,3.04,45.94,86.69
BEN,2016,11697842,2.92,5.25,59.28,38.55,9.78,43.31,53.66,3.03,46.61,86.37
BEN,2017,12039780,2.88,5.16,59.53,37.84,9.62,43.21,53.76,3.03,47.29,86
BEN,2018,12383347,2.81,5.03,59.71,36.96,9.48,43.07,53.91,3.03,48,85.51
BEN,2019,12726755,2.74,4.9,59.89,36.04,9.34,42.88,54.09,3.03,48.71,84.88
BEN,2020,13070169,2.66,4.8,60.15,35.33,9.17,42.65,54.31,3.04,49.45,84.14
BEN,2021,13413417,2.59,4.71,59.61,34.78,9.35,42.4,54.55,3.05,50.2,83.3
BEN,2022,13759501,2.55,4.63,60.48,34.35,8.95,42.12,54.82,3.06,50.96,82.43
BEN,2023,14111034,2.52,4.56,60.77,33.88,8.8,41.84,55.08,3.09,51.75,81.57
BFA,1960,4778621,,6.25,36.07,46.2,26.93,39.85,57.51,2.64,5.04,73.9
BFA,1961,4848224,1.45,6.29,36.36,46.43,26.83,39.85,57.46,2.69,5.12,74.05
BFA,1962,4919672,1.46,6.32,36.75,46.64,26.61,39.92,57.34,2.74,5.2,74.4
BFA,1963,4993623,1.49,6.36,37.09,46.81,26.43,40.15,57.06,2.79,5.28,75.26
BFA,1964,5071034,1.54,6.42,37.4,47.14,26.29,40.52,56.64,2.84,5.37,76.54
BFA,1965,5152833,1.6,6.47,37.76,47.34,26.08,40.87,56.24,2.89,5.45,77.81
BFA,1966,5237933,1.64,6.53,38.09,47.54,25.9,41.21,55.85,2.94,5.54,79.05
BFA,1967,5326348,1.67,6.58,38.43,47.7,25.7,41.53,55.48,2.99,5.63,80.25
BFA,1968,5418644,1.72,6.64,38.76,47.88,25.5,41.83,55.13,3.04,5.72,81.4
BFA,1969,5513177,1.73,6.66,39.02,47.76,25.33,42.11,54.79,3.1,5.81,82.51
BFA,1970,5610304,1.75,6.68,39.54,47.7,24.92,42.38,54.48,3.15,5.91,83.57
BFA,1971,5707999,1.73,6.7,39.85,47.62,24.69,42.64,54.17,3.2,6,84.61
BFA,1972,5807234,1.72,6.72,40.4,47.62,24.25,42.89,53.86,3.24,6.1,85.66
BFA,1973,5911927,1.79,6.77,40.95,47.8,23.82,43.14,53.57,3.29,6.2,86.67
BFA,1974,6024904,1.89,6.84,41.71,48.01,23.24,43.37,53.29,3.34,6.29,87.65
BFA,1975,6147569,2.02,6.91,42.49,48.24,22.67,43.6,53.02,3.38,6.38,88.61
BFA,1976,6280635,2.14,6.95,43.33,48.35,22.04,43.82,52.76,3.42,6.54,89.55
BFA,1977,6428734,2.33,7.05,44.17,48.77,21.44,44.03,52.52,3.46,6.85,90.42
BFA,1978,6590984,2.49,7.15,45,49.26,20.89,44.24,52.27,3.49,7.28,91.32
BFA,1979,6763903,2.59,7.19,45.7,49.5,20.42,44.48,52.01,3.51,7.81,92.28
BFA,1980,6947900,2.68,7.22,46.46,49.43,19.89,44.71,51.76,3.53,8.42,93.22
BFA,1981,7140271,2.73,7.26,46.87,49.37,19.59,44.94,51.51,3.55,9.06,94.13
BFA,1982,7340197,2.76,7.25,47.63,49.12,19.02,45.17,51.28,3.56,9.72,95.03
BFA,1983,7551129,2.83,7.25,48.06,48.92,18.66,45.37,51.07,3.56,10.35,95.82
BFA,1984,7772256,2.89,7.24,48.46,48.94,18.34,45.57,50.87,3.56,10.95,96.59
BFA,1985,7999935,2.89,7.24,48.75,48.92,18.1,45.8,50.65,3.55,11.46,97.44
BFA,1986,8228847,2.82,7.22,48.99,48.6,17.87,46.05,50.41,3.54,11.89,98.38
BFA,1987,8457109,2.74,7.17,49.1,48.17,17.69,46.32,50.16,3.52,12.27,99.35
BFA,1988,8687435,2.69,7.11,49.22,47.67,17.5,46.56,49.95,3.49,12.61,100.22
BFA,1989,8921175,2.65,7.05,49.27,47.32,17.35,46.77,49.77,3.46,12.93,100.93
BFA,1990,9159356,2.63,7.01,49.32,47.12,17.23,46.94,49.63,3.43,13.23,101.48
BFA,1991,9394632,2.54,6.97,49.33,46.96,17.14,47.11,49.5,3.39,13.54,102.02
BFA,1992,9629275,2.47,6.94,49.38,46.57,17.01,47.26,49.4,3.35,13.84,102.44
BFA,1993,9871713,2.49,6.89,49.41,46.15,16.87,47.32,49.38,3.3,14.17,102.51
BFA,1994,10123798,2.52,6.84,49.47,46.02,16.73,47.31,49.44,3.25,14.51,102.28
BFA,1995,10386722,2.56,6.81,49.55,46.04,16.59,47.27,49.53,3.2,14.89,101.89
BFA,1996,10655942,2.56,6.78,49.69,46.07,16.44,47.22,49.63,3.15,15.32,101.49
BFA,1997,10934223,2.58,6.72,49.56,45.9,16.43,47.16,49.75,3.1,15.81,101.02
BFA,1998,11240664,2.76,6.66,50.16,45.58,15.93,47.01,49.94,3.04,16.44,100.22
BFA,1999,11574928,2.93,6.59,50.46,45.24,15.64,46.79,50.22,2.99,17.18,99.14
BFA,2000,11925546,2.98,6.52,50.81,45.24,15.33,46.55,50.51,2.94,18,98
BFA,2001,12295001,3.05,6.43,51.19,44.91,15,46.3,50.8,2.9,18.86,96.84
BFA,2002,12680897,3.09,6.34,51.45,44.48,14.73,46.04,51.1,2.86,19.73,95.71
BFA,2003,13082532,3.12,6.28,51.96,44.49,14.34,45.82,51.36,2.82,20.56,94.71
BFA,2004,13500533,3.15,6.22,52.6,44.12,13.86,45.62,51.58,2.79,21.34,93.86
BFA,2005,13932123,3.15,6.18,53.27,44.06,13.39,45.47,51.77,2.77,22.02,93.17
BFA,2006,14373707,3.12,6.17,53.78,44.38,13.05,45.38,51.88,2.74,22.55,92.74
BFA,2007,14816307,3.03,6.11,54.38,44.19,12.65,45.37,51.91,2.72,22.97,92.65
BFA,2008,15258093,2.94,6.05,55.2,43.92,12.12,45.43,51.86,2.71,23.36,92.83
BFA,2009,15710066,2.92,5.99,55.79,43.51,11.71,45.52,51.78,2.7,23.75,93.11
BFA,2010,16176498,2.93,5.94,56.34,43.2,11.33,45.59,51.71,2.7,24.12,93.37
BFA,2011,16661908,2.96,5.87,57,42.76,10.9,45.63,51.67,2.7,24.47,93.54
BFA,2012,17172287,3.02,5.79,57.46,42.28,10.58,45.63,51.67,2.7,24.8,93.53
BFA,2013,17695409,3,5.7,57.9,41.7,10.28,45.62,51.71,2.67,25.11,93.38
BFA,2014,18229461,2.97,5.6,58.33,40.86,9.97,45.58,51.79,2.63,25.38,93.08
BFA,2015,18777487,2.96,5.48,58.78,40.04,9.66,45.48,51.92,2.6,25.62,92.6
BFA,2016,19334856,2.93,5.33,59.17,38.92,9.37,45.33,52.1,2.57,25.82,91.95
BFA,2017,19894407,2.85,5.17,59.58,37.73,9.08,45.12,52.32,2.56,25.98,91.14
BFA,2018,20438288,2.7,4.92,59.97,36.01,8.78,44.85,52.59,2.55,26.08,90.15
BFA,2019,20961952,2.53,4.68,60.18,34.33,8.56,44.5,52.94,2.56,26.12,88.9
BFA,2020,21478690,2.44,4.44,60.45,32.74,8.32,44.05,53.38,2.57,26.36,87.32
BFA,2021,21995243,2.38,4.36,60.05,32.42,8.44,43.52,53.9,2.58,26.81,85.51
BFA,2022,22509038,2.31,4.28,60.7,32.04,8.14,42.97,54.44,2.59,27.28,83.7
BFA,2023,23025776,2.27,4.19,61.09,31.64,7.96,42.4,54.98,2.62,27.79,81.89
BGD,1960,51828660,,6.74,43.98,49,21.62,42.09,54.99,2.92,5.11,81.85
BGD,1961,53310348,2.82,6.78,44.89,49.13,20.91,42.29,54.81,2.9,5.28,82.44
BGD,1962,54881146,2.9,6.81,45.76,49.1,20.24,42.52,54.59,2.89,5.47,83.18
BGD,1963,56504402,2.91,6.8,45.72,48.74,20.2,42.82,54.3,2.88,5.66,84.18
BGD,1964,58178374,2.92,6.78,46.75,48.36,19.37,43.18,53.93,2.89,5.85,85.43
BGD,1965,59902519,2.92,6.77,46.05,47.97,19.78,43.49,53.61,2.9,6.07,86.52
BGD,1966,61669806,2.91,6.77,47.64,47.69,18.59,43.72,53.36,2.92,6.29,87.41
BGD,1967,63510929,2.94,6.79,48.07,47.56,18.26,43.94,53.12,2.94,6.53,88.26
BGD,1968,65408276,2.94,6.79,48.4,47.34,18,44.13,52.9,2.97,6.79,89.02
BGD,1969,67294133,2.84,6.81,48.69,47.32,17.81,44.31,52.69,3,7.07,89.8
BGD,1970,69058894,2.59,6.84,42.67,47.38,22.15,44.43,52.54,3.03,7.38,90.34
BGD,1971,70276758,1.75,6.83,26.52,47.6,39.88,44.54,52.48,2.99,7.72,90.57
BGD,1972,71641519,1.92,6.82,49.65,48.22,17.07,44.71,52.33,2.96,8.09,91.1
